Data,Variacao
2010-01-01,100.2
2010-02-01,101.28215999999999
2010-03-01,102.39626375999997
2010-04-01,103.04136022168797
2010-05-01,104.18511932014871
2010-06-01,105.53952587131063
2010-07-01,105.59229563424628
2010-08-01,106.07802019416381
2010-09-01,107.26609402033847
2010-10-01,108.49965410157236
2010-11-01,109.75825008915061
2010-12-01,111.1521798652828
2011-01-01,111.69682554662268
2011-02-01,112.84730284975288
2011-03-01,113.7952201936908
2011-04-01,114.43247342677547
2011-05-01,115.06185203062273
2011-06-01,114.80871595615537
2011-07-01,114.67094549700798
2011-08-01,114.900287388002
2011-09-01,115.62415919854641
2011-10-01,116.36415381741709
2011-11-01,116.87615609421374
2011-12-01,117.09822079079275
2012-01-01,117.19189936742538
2012-02-01,117.23877612717234
2012-03-01,117.55532082271571
2012-04-01,118.37820806847472
2012-05-01,119.57382796996632
2012-06-01,120.44671691414707
2012-07-01,121.60300539652289
2012-08-01,123.5364931823276
2012-09-01,124.83362636074204
2012-10-01,125.35792759145717
2012-11-01,125.00692539420109
2012-12-01,125.79446902418454
2013-01-01,126.32280579408612
2013-02-01,126.68914193088897
2013-03-01,126.9678580431369
2013-04-01,127.19640018761456
2013-05-01,127.0819234274457
2013-06-01,127.88253954503861
2013-07-01,128.43243446508228
2013-08-01,128.6250831167799
2013-09-01,129.9756464895061
2013-10-01,131.41837616553966
2013-11-01,131.996617020668
2013-12-01,132.57740213555894
2014-01-01,133.34635106794516
2014-02-01,133.746390121149
2014-03-01,135.4717185537118
2014-04-01,137.08383200450098
2014-05-01,137.26204098610683
2014-06-01,136.34238531149992
2014-07-01,135.57886795375552
2014-08-01,134.83318418000988
2014-09-01,135.25116705096792
2014-10-01,135.2782172843781
2014-11-01,136.38749866611
2014-12-01,137.7240961530379
2015-01-01,138.30253735688066
2015-02-01,138.89723826751523
2015-03-01,140.0500853451356
2015-04-01,141.82872142901883
2015-05-01,142.56623078044976
2015-06-01,143.3788582958983
2015-07-01,144.45419973311758
2015-08-01,144.94534401221017
2015-09-01,145.82951061068465
2015-10-01,148.57110541016553
2015-11-01,151.00767153889223
2015-12-01,152.23083367835727
2016-01-01,153.28122643073792
2016-02-01,155.65708544041436
2016-03-01,156.5598965359688
2016-04-01,157.18613612211266
2016-05-01,158.12925293884533
2016-06-01,160.37468833057693
2016-07-01,162.07466002688105
2016-08-01,161.63705844480847
2016-09-01,162.21895185520978
2016-10-01,162.41361459743604
2016-11-01,162.5110627661945
2016-12-01,162.83608489172687
2017-01-01,164.26904243877405
2017-02-01,164.49901909818834
2017-03-01,164.58126860773743
2017-04-01,163.3304509663186
2017-05-01,161.5338160056891
2017-06-01,160.53230634645382
2017-07-01,159.18383497314363
2017-08-01,158.9132224536893
2017-09-01,159.53298402125867
2017-10-01,160.31469564296285
2017-11-01,160.69945091250594
2017-12-01,162.14574597071848
2018-01-01,163.42669736388717
2018-02-01,163.80257876782412
2018-03-01,164.53969037227932
2018-04-01,165.46111263836409
2018-05-01,167.29773098864996
2018-06-01,170.40946878503885
2018-07-01,171.99427684473972
2018-08-01,172.87144765664792
2018-09-01,174.94590502852768
2018-10-01,177.4476314704356
2018-11-01,177.1637152600829
2018-12-01,174.9846015623839
2019-01-01,174.5296415983217
2019-02-01,175.22776016471497
2019-03-01,177.680948807021
2019-04-01,179.4577582950912
2019-05-01,180.71396260315683
2019-06-01,181.59946101991227
2019-07-01,182.70721773213376
2019-08-01,181.8484938087927
2019-09-01,181.3211331767472
2019-10-01,182.71730590220815
2019-11-01,183.06446878342234
2019-12-01,186.15825830586218
2020-01-01,188.15015166973487
2020-02-01,188.16896668490185
2020-03-01,189.3732480716852
2020-04-01,191.51316577489527
2020-05-01,191.6472249909377
2020-06-01,194.61775697829725
2020-07-01,198.3349561365827
2020-08-01,203.35283052683826
2020-09-01,212.17834337170305
2020-10-01,218.96805035959756
2020-11-01,226.65382892721942
2020-12-01,231.11890935708567
2021-01-01,234.19279085153494
2021-02-01,241.14831673982553
2021-03-01,248.3586514103463
2021-04-01,252.2827181026298
2021-05-01,260.456678169155
2021-06-01,266.4992731026794
2021-07-01,266.9789717942642
2021-08-01,270.12932366143656
2021-09-01,269.12984516388923
2021-10-01,268.29554264388116
2021-11-01,271.4882596013434
2021-12-01,271.1081760379015
2022-01-01,275.9610123889799
2022-02-01,281.42504043428175
2022-03-01,284.74585591140624
2022-04-01,291.8075531380091
2022-05-01,292.09936069114707
2022-06-01,294.26089596026156
2022-07-01,296.0264613360231
2022-08-01,293.9838787528045
2022-09-01,291.3380238440293
2022-10-01,288.3081083960514
2022-11-01,286.6070905565147
2022-12-01,287.63887608251815
2023-01-01,287.7826955205594
2023-02-01,287.8402520596635
2023-03-01,287.9841721856933
2023-04-01,286.3138639870163
2023-05-01,281.93326186801494
2023-06-01,275.7307301069186
2023-07-01,272.6976920757425
2023-08-01,272.34318507604405
2023-09-01,272.83340280918094
2023-10-01,274.2521365037887
2023-11-01,275.6782476136084
2023-12-01,277.3874527488128
2024-01-01,278.85760624838156
2024-02-01,277.0450318077671
2024-03-01,276.57405525369387
2024-04-01,275.6613608713567
2024-05-01,278.63850356876736
2024-06-01,280.9512031483881
2024-07-01,282.21548356255585
2024-08-01,284.24743504420627
2024-09-01,284.7590804272858
2024-10-01,288.57485210501153
2024-11-01,292.7591874605342
2024-12-01,296.0966421975843
