Data,Variacao
2010-01-01,100.75
2010-02-01,101.53585000000001
2010-03-01,102.06383642000002
2010-04-01,102.64560028759402
2010-05-01,103.08697636883066
2010-06-01,103.08697636883066
2010-07-01,103.09728506646753
2010-08-01,103.13852398049413
2010-09-01,103.60264733840634
2010-10-01,104.3796671934444
2010-11-01,105.24601843114998
2010-12-01,105.90906834726621
2011-01-01,106.78811361454852
2011-02-01,107.6424185234649
2011-03-01,108.49279362980026
2011-04-01,109.32818814074975
2011-05-01,109.84203062501126
2011-06-01,110.00679367094878
2011-07-01,110.18280454082232
2011-08-01,110.59048091762335
2011-09-01,111.17661046648676
2011-10-01,111.65466989149266
2011-11-01,112.23527417492845
2011-12-01,112.79645054580307
2012-01-01,113.42811066885959
2012-02-01,113.93853716686944
2012-03-01,114.17780809491987
2012-04-01,114.90854606672735
2012-05-01,115.32221683256758
2012-06-01,115.41447460603362
2012-07-01,115.91075684683956
2012-08-01,116.3859909499116
2012-09-01,117.04939109832611
2012-10-01,117.73998250580624
2012-11-01,118.44642240084107
2012-12-01,119.38214913780772
2013-01-01,120.40883562039286
2013-02-01,121.13128863411522
2013-03-01,121.70060569069557
2013-04-01,122.36995902199439
2013-05-01,122.82272787037579
2013-06-01,123.14206696283875
2013-07-01,123.1790095829276
2013-08-01,123.47463920592662
2013-09-01,123.90680044314738
2013-10-01,124.61306920567333
2013-11-01,125.28597977938396
2013-12-01,126.4386107933543
2014-01-01,127.13402315271776
2014-02-01,128.0112479124715
2014-03-01,129.18895139326625
2014-04-01,130.0545173676011
2014-05-01,130.65276814749208
2014-06-01,131.17537922008205
2014-07-01,131.18849675800405
2014-08-01,131.51646799989908
2014-09-01,132.2661118674985
2014-10-01,132.821629537342
2014-11-01,133.49901984798248
2014-12-01,134.54031220279674
2015-01-01,136.20861207411141
2015-02-01,137.87035714141558
2015-03-01,139.6902458556823
2015-04-01,140.68204660125764
2015-05-01,141.72309374610697
2015-06-01,142.8427061867012
2015-07-01,143.72833096505875
2015-08-01,144.04453329318187
2015-09-01,144.82237377296508
2015-10-01,146.00991723790338
2015-11-01,147.4846174020062
2015-12-01,148.90046972906546
2016-01-01,150.79150569462462
2016-02-01,152.1486292458762
2016-03-01,152.8028683516335
2016-04-01,153.73496584857844
2016-05-01,154.93409858219735
2016-06-01,155.47636792723506
2016-07-01,156.28484504045667
2016-08-01,156.97249835863468
2016-09-01,157.09807635732156
2016-10-01,157.50653135585057
2016-11-01,157.7900431122911
2016-12-01,158.26341324162797
2017-01-01,158.86481421194617
2017-02-01,159.3890680988456
2017-03-01,159.7875407690927
2017-04-01,160.01124332616942
2017-05-01,160.50727818048057
2017-06-01,160.13811144066545
2017-07-01,160.52244290812305
2017-08-01,160.8274355496485
2017-09-01,161.08475944652793
2017-10-01,161.76131543620335
2017-11-01,162.21424711942473
2017-12-01,162.9279898067502
2018-01-01,163.40048097718974
2018-02-01,163.92336251631679
2018-03-01,164.07089354258144
2018-04-01,164.43184950837514
2018-05-01,165.0895769064086
2018-06-01,167.16970557542936
2018-07-01,167.72136560382827
2018-08-01,167.57041637478486
2018-09-01,168.3747543733838
2018-10-01,169.13244076806401
2018-11-01,168.77726264245106
2018-12-01,169.03042853641477
2019-01-01,169.5713259077313
2019-02-01,170.30048260913455
2019-03-01,171.57773622870306
2019-04-01,172.5557293252067
2019-05-01,172.78005177332946
2019-06-01,172.7973297785068
2019-07-01,173.12564470508596
2019-08-01,173.31608291426159
2019-09-01,173.24675648109587
2019-10-01,173.42000323757694
2019-11-01,174.3044452540886
2019-12-01,176.3089463745106
2020-01-01,176.6791951618971
2020-02-01,177.12089314980184
2020-03-01,177.24487777500667
2020-04-01,176.69541865390417
2020-05-01,176.02397606301935
2020-06-01,176.48163840078317
2020-07-01,177.11697229902597
2020-08-01,177.54205303254363
2020-09-01,178.67832217195192
2020-10-01,180.21495574263068
2020-11-01,181.81886884874007
2020-12-01,184.2734235781981
2021-01-01,184.73410713714358
2021-02-01,186.32282045852298
2021-03-01,188.05562268878728
2021-04-01,188.63859511912253
2021-05-01,190.20429545861123
2021-06-01,191.21237822454188
2021-07-01,193.0480170554975
2021-08-01,194.72753480388033
2021-09-01,196.98637420760534
2021-10-01,199.4487038852004
2021-11-01,201.3434665721098
2021-12-01,202.81327387808622
2022-01-01,203.90846555702788
2022-02-01,205.96794105915387
2022-03-01,209.30462170431215
2022-04-01,211.52325069437782
2022-05-01,212.51740997264136
2022-06-01,213.94127661945802
2022-07-01,212.48647593844572
2022-08-01,211.7215246250673
2022-09-01,211.10753220365459
2022-10-01,212.35306664365618
2022-11-01,213.22371421689516
2022-12-01,214.54570124503994
2023-01-01,215.68279346163868
2023-02-01,217.4945289267164
2023-03-01,219.03874008209613
2023-04-01,220.37487639659693
2023-05-01,220.88173861230905
2023-06-01,220.70503322141923
2023-07-01,220.96987926128494
2023-08-01,221.4781099835859
2023-09-01,222.0539530695432
2023-10-01,222.58688255691007
2023-11-01,223.21012582806944
2023-12-01,224.4601025327066
2024-01-01,225.402834963344
2024-02-01,227.27367849353973
2024-03-01,227.63731637912937
2024-04-01,228.50233818137008
2024-05-01,229.5534489370044
2024-06-01,230.0355111797721
2024-07-01,230.90964612225525
2024-08-01,230.8634641930308
2024-09-01,231.87926343548014
2024-10-01,233.17778731071886
2024-11-01,234.08718068123068
2024-12-01,235.3044340207731
